CustomerID,Age,Gender,City,Education,AnnualIncome_INR,Tenure_Months,Orders,AverageOrderValue_INR,TotalSpend_INR,Recency_Days,WebsiteVisits,AppUsage,DiscountUsage,SatisfactionScore
CUST0293,47,Male,Mumbai,Diploma,66400,36,5,1497,7485,26,9,10,7,3.6
CUST0294,52,Male,Pune,Graduate,127600,50,19,1615,30685,38,13,19,6,2.5
CUST0295,24,Female,Bengaluru,Postgraduate,39500,4,8,2098,16784,55,15,16,9,4.6
CUST0296,38,Female,Hyderabad,High School,139400,27,12,1992,23904,42,13,18,5,3.6
CUST0297,23,Male,Kolkata,Postgraduate,100400,17,19,2701,51319,16,15,21,2,3.7
CUST0298,54,Male,Chennai,Postgraduate,53200,12,9,2130,19170,49,7,12,8,4.0
CUST0299,36,Male,Bengaluru,Postgraduate,65700,22,9,2249,20241,77,11,14,5,3.1
CUST0300,47,Male,Chennai,High School,61600,17,12,892,10704,56,8,20,10,4.1
CUST0301,49,Female,Ahmedabad,Graduate,107700,10,16,2844,45504,9,12,18,9,3.4
CUST0302,48,Female,Chennai,Postgraduate,77900,54,7,2047,14329,41,12,11,4,3.0
CUST0303,25,Female,Nagpur,Graduate,94500,1,20,1737,34740,10,12,20,4,4.2
CUST0304,54,Female,Chennai,Graduate,74000,22,9,1947,17523,23,10,12,7,4.9
CUST0305,60,Male,Mumbai,Graduate,62200,26,10,629,6290,37,7,13,8,4.3
CUST0306,56,Female,Bengaluru,Graduate,73200,56,13,2115,27495,33,11,13,6,4.4
CUST0307,43,Female,Ahmedabad,Postgraduate,54800,59,15,1070,16050,55,13,19,8,3.3
CUST0308,48,Male,Delhi,Diploma,28700,18,18,703,12654,77,15,12,7,2.4
CUST0309,50,Female,Delhi,Diploma,85300,50,8,932,7456,39,10,9,6,4.9
CUST0310,54,Male,Ahmedabad,Postgraduate,27500,14,15,2298,34470,21,13,22,3,5.0
CUST0311,52,Female,Jaipur,Graduate,58300,47,8,1351,10808,4,9,8,8,4.9
CUST0312,40,Male,Pune,Graduate,54000,29,14,2731,38234,65,15,16,5,3.4
CUST0313,51,Female,Jaipur,Graduate,81100,12,11,1548,17028,26,9,16,9,2.8
CUST0314,42,Male,Bengaluru,Postgraduate,104100,36,19,925,17575,27,14,19,7,2.8
CUST0315,52,Male,Chennai,Graduate,95100,59,17,1255,21335,29,13,8,7,2.4
CUST0316,22,Female,Delhi,Postgraduate,81800,35,17,2704,45968,38,15,12,9,3.6
CUST0317,37,Female,Mumbai,High School,49300,52,8,1604,12832,39,15,15,9,5.0
CUST0318,44,Male,Jaipur,Postgraduate,60400,12,13,1416,18408,23,9,22,6,3.6
CUST0319,50,Male,Chennai,Diploma,56800,7,6,1855,11130,26,8,15,5,3.9
CUST0320,22,Male,Kolkata,Postgraduate,53200,29,16,2055,32880,17,11,20,9,4.8
CUST0321,59,Female,Pune,Graduate,54900,11,14,2466,34524,16,11,20,7,3.4
CUST0322,43,Female,Ahmedabad,Graduate,54300,33,12,2677,32124,16,12,21,5,5.0
CUST0323,51,Female,Chennai,Diploma,53200,6,12,1495,17940,26,14,14,10,5.0
CUST0324,41,Male,Pune,Postgraduate,88800,47,12,1081,12972,13,16,19,5,3.6
CUST0325,42,Female,Pune,Postgraduate,38600,15,10,1373,13730,1,6,12,3,3.2
CUST0326,21,Male,Delhi,Graduate,46800,32,7,1860,13020,21,9,19,3,4.3
CUST0327,46,Male,Delhi,Postgraduate,25400,51,8,936,7488,10,10,14,8,3.4
CUST0328,21,Female,Bengaluru,Graduate,100400,11,15,1390,20850,30,13,17,8,2.8
CUST0329,45,Female,Kolkata,Graduate,45100,58,14,1904,26656,17,14,22,6,4.7
CUST0330,36,Female,Ahmedabad,Graduate,81500,23,10,1867,18670,38,10,14,6,4.7
CUST0331,59,Female,Pune,Graduate,76900,26,13,1893,24609,10,16,16,6,3.8
CUST0332,52,Female,Bengaluru,Graduate,98000,34,18,1505,27090,5,10,18,8,2.7
CUST0333,28,Female,Nagpur,Graduate,59700,46,14,1618,22652,26,13,16,4,2.7
CUST0334,58,Male,Jaipur,Postgraduate,41300,34,9,1057,9513,20,11,11,10,3.8
CUST0335,48,Male,Hyderabad,Postgraduate,26100,29,10,2145,21450,9,10,18,5,3.3
CUST0336,45,Female,Pune,Postgraduate,18000,4,14,2191,30674,47,13,17,14,3.4
CUST0337,54,Female,Bengaluru,Graduate,69000,17,10,624,6240,12,11,17,5,4.5
CUST0338,44,Male,Kolkata,High School,84400,35,15,1312,19680,15,13,16,9,4.3
CUST0339,43,Male,Delhi,Graduate,76800,13,14,898,12572,53,10,17,5,4.8
CUST0340,32,Male,Pune,Graduate,26800,41,7,1148,8036,40,7,10,4,2.9
CUST0341,26,Male,Pune,Postgraduate,91000,39,16,1902,30432,11,10,18,9,3.4
CUST0342,55,Female,Chennai,Graduate,47500,15,12,753,9036,22,8,18,9,4.3
CUST0343,39,Male,Kolkata,Postgraduate,42300,55,24,1065,25560,10,13,16,6,4.1
CUST0344,20,Female,Ahmedabad,Postgraduate,47000,29,11,1039,11429,51,7,15,8,4.9
CUST0345,27,Male,Delhi,High School,67000,29,10,1947,19470,51,15,13,7,4.0
CUST0346,35,Female,Pune,Diploma,27900,11,10,1622,16220,85,12,11,9,5.0
CUST0347,33,Male,Jaipur,High School,64100,52,14,1325,18550,106,11,19,6,4.1
CUST0348,31,Female,Delhi,Graduate,75700,32,16,1979,31664,17,13,12,7,4.5
CUST0349,42,Female,Jaipur,Diploma,92700,2,21,1611,33831,45,7,24,7,3.4
CUST0350,34,Female,Hyderabad,Graduate,69400,47,14,1650,23100,4,9,17,6,3.7
CUST0351,47,Male,Ahmedabad,Postgraduate,31500,14,6,2687,16122,32,10,14,10,4.4
CUST0352,53,Male,Hyderabad,Postgraduate,68700,20,10,2693,26930,38,9,17,5,5.0
CUST0353,21,Male,Pune,Graduate,38500,22,10,796,7960,13,13,24,5,4.3
CUST0354,51,Male,Chennai,Postgraduate,37100,11,15,2172,32580,16,11,19,7,3.6
CUST0355,42,Female,Ahmedabad,Graduate,30900,27,14,2123,29722,51,8,12,8,4.8
CUST0356,41,Female,Chennai,Graduate,18000,3,17,772,13124,38,11,17,5,1.9
CUST0357,44,Female,Bengaluru,High School,50800,17,6,2247,13482,78,12,18,6,2.6
CUST0358,41,Female,Nagpur,Graduate,93200,44,19,2969,56411,72,13,21,10,4.2
CUST0359,41,Male,Kolkata,Graduate,121400,56,20,1409,28180,6,13,21,6,3.7
CUST0360,25,Male,Bengaluru,Graduate,50700,28,13,1118,14534,19,11,20,8,4.2
CUST0361,34,Male,Hyderabad,Diploma,92200,29,21,2625,55125,12,9,19,8,3.8
CUST0362,56,Female,Jaipur,Graduate,55100,21,12,1917,23004,47,16,16,7,4.2
CUST0363,52,Female,Hyderabad,Graduate,23700,47,10,1911,19110,34,14,11,10,3.0
CUST0364,27,Male,Ahmedabad,Diploma,82500,16,15,2126,31890,12,10,19,8,4.2
CUST0365,24,Male,Ahmedabad,Graduate,70900,37,17,2089,35513,14,14,24,7,4.5
CUST0366,58,Female,Hyderabad,Graduate,110500,59,17,1211,20587,62,18,18,7,4.7
CUST0367,23,Female,Pune,Diploma,26600,20,13,2250,29250,20,10,21,8,5.0
CUST0368,25,Female,Hyderabad,Postgraduate,134900,6,13,2980,38740,4,11,18,7,3.9
CUST0369,51,Male,Ahmedabad,Diploma,104800,19,11,1890,20790,11,7,19,10,3.9
CUST0370,49,Male,Ahmedabad,Graduate,64600,57,12,1769,21228,88,14,16,6,2.5
CUST0371,54,Female,Delhi,High School,57500,5,20,760,15200,54,12,16,6,3.3
CUST0372,59,Female,Mumbai,High School,47100,3,15,2027,30405,9,13,16,5,3.5
CUST0373,35,Male,Chennai,Graduate,67700,59,13,2188,28444,32,16,29,3,4.5
CUST0374,32,Female,Bengaluru,Graduate,60400,1,9,1732,15588,52,11,21,3,3.2
CUST0375,49,Female,Hyderabad,High School,77800,58,12,2608,31296,6,14,17,9,4.3
CUST0376,38,Male,Delhi,Graduate,57600,60,8,1538,12304,56,8,12,8,3.7
CUST0377,36,Male,Pune,Postgraduate,100400,38,16,2379,38064,38,14,16,8,3.6
CUST0378,38,Male,Ahmedabad,Postgraduate,68100,15,13,1156,15028,16,11,22,8,3.9
CUST0379,47,Male,Hyderabad,Diploma,58600,34,9,1746,15714,42,12,10,9,3.4
CUST0380,45,Female,Ahmedabad,Diploma,90600,35,13,1840,23920,35,12,15,7,3.4
CUST0381,56,Male,Jaipur,Graduate,24400,49,7,1703,11921,36,12,15,9,2.3
CUST0382,45,Female,Delhi,Graduate,73500,25,15,1611,24165,31,5,17,6,3.5
CUST0383,42,Female,Hyderabad,Diploma,65600,24,12,1718,20616,14,11,14,10,3.3
CUST0384,28,Male,Jaipur,Diploma,29700,12,18,2125,38250,16,12,23,8,3.3
CUST0385,31,Male,Nagpur,Postgraduate,22300,18,6,1260,7560,23,8,11,6,4.0
CUST0386,20,Female,Delhi,High School,90300,15,11,908,9988,29,6,20,7,4.2
CUST0387,20,Female,Hyderabad,Postgraduate,89100,44,12,3082,36984,44,12,22,7,3.9
CUST0388,53,Female,Hyderabad,Graduate,69300,16,12,2724,32688,90,13,24,5,4.5
CUST0389,51,Male,Kolkata,Diploma,107900,27,13,1217,15821,33,11,18,7,4.2
CUST0390,44,Male,Delhi,Graduate,76000,8,11,2314,25454,43,11,15,6,3.5
CUST0391,59,Female,Delhi,Graduate,96200,60,21,1660,34860,50,15,21,4,3.3
CUST0392,20,Female,Ahmedabad,Graduate,75500,46,13,2034,26442,46,10,16,11,4.0
CUST0393,35,Male,Hyderabad,Diploma,58100,25,16,1950,31200,13,11,25,8,4.2
CUST0394,58,Female,Chennai,High School,38600,17,13,1489,19357,66,11,12,9,4.8
CUST0395,24,Male,Chennai,Graduate,49900,29,9,1200,10800,59,11,14,8,4.7
CUST0396,41,Female,Chennai,Graduate,58600,53,13,1313,17069,31,10,16,6,3.3
CUST0397,48,Female,Nagpur,Postgraduate,99100,8,11,1409,15499,14,9,17,7,3.6
CUST0398,22,Male,Hyderabad,Diploma,84200,15,11,1375,15125,29,11,11,8,4.2
CUST0399,31,Female,Hyderabad,Postgraduate,73300,27,7,1806,12642,7,18,11,11,4.6
CUST0400,45,Male,Jaipur,Postgraduate,86800,46,15,1466,21990,71,11,15,6,4.5
CUST0401,35,Male,Kolkata,Postgraduate,78200,50,6,2323,13938,17,8,9,9,3.6
CUST0402,56,Male,Delhi,Graduate,71500,52,19,2806,53314,23,13,14,10,2.7
CUST0403,41,Male,Ahmedabad,Graduate,27500,7,14,1198,16772,68,11,21,8,2.9
CUST0404,48,Male,Kolkata,Graduate,93500,3,17,2127,36159,63,14,17,10,3.9
CUST0405,33,Female,Jaipur,Diploma,53500,29,13,2056,26728,36,18,17,6,4.0
CUST0406,47,Female,Hyderabad,Graduate,92200,44,18,2270,40860,78,8,13,11,2.8
CUST0407,24,Male,Bengaluru,Postgraduate,94600,53,21,2027,42567,13,13,18,8,3.7
CUST0408,49,Female,Delhi,Graduate,48200,24,12,2182,26184,36,7,19,3,4.2
CUST0409,24,Female,Nagpur,Graduate,88700,60,10,2256,22560,13,9,10,10,2.8
CUST0410,31,Female,Chennai,Graduate,56000,58,13,942,12246,57,11,20,7,4.6
CUST0411,35,Female,Nagpur,Graduate,56100,3,7,2312,16184,56,10,15,7,3.4
CUST0412,45,Male,Hyderabad,Graduate,71400,20,10,2415,24150,82,16,15,7,4.7
CUST0413,45,Male,Jaipur,Diploma,72100,46,14,1346,18844,28,8,12,5,3.3
CUST0414,40,Female,Bengaluru,Graduate,66000,15,14,1831,25634,96,10,19,7,2.9
CUST0415,58,Male,Pune,Postgraduate,31600,25,10,2044,20440,12,12,20,9,3.3
CUST0416,55,Male,Chennai,Graduate,62000,30,11,1646,18106,27,12,20,3,3.6
CUST0417,52,Male,Ahmedabad,Postgraduate,122000,14,22,2839,62458,12,8,20,6,3.4
CUST0418,49,Male,Hyderabad,Postgraduate,18000,7,10,3055,30550,32,15,15,2,3.5
CUST0419,56,Male,Mumbai,High School,86700,17,11,1419,15609,13,8,15,6,4.0
CUST0420,42,Male,Bengaluru,Graduate,91400,44,18,1061,19098,57,12,14,8,3.6
CUST0421,29,Male,Bengaluru,Graduate,31000,20,11,1793,19723,39,16,11,9,3.6
CUST0422,24,Female,Delhi,High School,53300,36,11,2199,24189,11,14,26,10,2.3
CUST0423,55,Female,Nagpur,Graduate,40000,9,17,1500,25500,49,14,14,8,4.0
CUST0424,53,Male,Chennai,Diploma,111300,38,12,3022,36264,75,10,17,6,3.6
CUST0425,50,Male,Hyderabad,Graduate,92600,48,17,1096,18632,41,14,14,10,5.0
CUST0426,29,Male,Mumbai,Postgraduate,93800,57,14,2423,33922,8,15,18,9,2.9
CUST0427,38,Male,Chennai,Graduate,68000,60,11,1424,15664,25,12,14,7,2.3
CUST0428,51,Male,Jaipur,High School,97800,22,18,3114,56052,45,11,14,8,4.2
CUST0429,20,Male,Mumbai,Postgraduate,64800,54,10,3094,30940,23,9,16,10,4.0
CUST0430,24,Female,Kolkata,Graduate,99000,53,18,1506,27108,12,16,16,8,2.9
CUST0431,23,Female,Kolkata,Graduate,61300,53,12,1421,17052,62,12,11,6,2.5
CUST0432,35,Male,Bengaluru,Graduate,48000,2,11,2257,24827,23,10,11,8,4.9
CUST0433,43,Male,Jaipur,Postgraduate,110300,24,12,1820,21840,75,10,17,3,4.8
CUST0434,35,Female,Kolkata,Graduate,64500,8,15,1767,26505,19,8,22,6,1.7
CUST0435,21,Female,Bengaluru,Graduate,42500,11,10,1682,16820,22,9,13,6,3.3
CUST0436,47,Female,Nagpur,Postgraduate,42300,13,10,416,4160,18,7,14,5,5.0
CUST0437,51,Female,Hyderabad,Graduate,42300,17,13,1655,21515,25,16,18,3,3.3
CUST0438,46,Male,Bengaluru,Graduate,86100,8,21,1478,31038,38,19,16,5,3.3
CUST0439,39,Male,Hyderabad,Graduate,62500,21,11,1464,16104,12,11,14,8,3.5
CUST0440,43,Female,Jaipur,Postgraduate,122400,18,16,3083,49328,10,12,21,9,2.8
CUST0441,31,Male,Delhi,High School,94700,30,16,1161,18576,6,9,14,12,2.3
CUST0442,54,Female,Chennai,Graduate,71400,18,11,2367,26037,5,9,15,6,4.5
CUST0443,52,Female,Bengaluru,Diploma,100100,46,13,1829,23777,8,10,12,7,2.2
CUST0444,52,Female,Bengaluru,Graduate,52600,47,5,1544,7720,19,9,12,10,3.9
CUST0445,56,Male,Hyderabad,Graduate,18600,31,13,2035,26455,32,13,19,5,4.4
CUST0446,31,Female,Kolkata,Postgraduate,40300,38,13,1873,24349,37,10,17,8,2.5
CUST0447,22,Male,Kolkata,Graduate,68700,32,11,2193,24123,31,10,18,8,3.0
CUST0448,20,Male,Bengaluru,Postgraduate,59400,11,12,2396,28752,70,11,18,4,4.7
CUST0449,52,Male,Kolkata,Diploma,85600,45,13,1708,22204,84,14,14,9,4.1
CUST0450,59,Female,Kolkata,High School,61900,25,13,1383,17979,23,11,16,9,3.2
CUST0451,29,Female,Bengaluru,Graduate,83700,33,11,1207,13277,13,10,12,3,4.7
CUST0452,48,Male,Nagpur,Graduate,102500,60,16,1488,23808,100,12,20,4,4.7
CUST0453,32,Male,Nagpur,High School,61800,38,12,3698,44376,60,9,17,4,3.9
CUST0454,31,Female,Pune,Graduate,78900,41,19,2692,51148,57,11,15,6,3.0
CUST0455,50,Female,Nagpur,Postgraduate,21100,8,12,658,7896,18,11,13,7,3.4
CUST0456,21,Female,Pune,Graduate,61900,11,13,922,11986,50,10,17,7,3.9
CUST0457,54,Male,Jaipur,Graduate,34200,22,10,1928,19280,31,9,15,6,3.5
CUST0458,42,Male,Ahmedabad,Graduate,68600,51,15,2177,32655,27,9,15,10,4.5
CUST0459,36,Female,Chennai,Diploma,70900,24,12,2192,26304,26,19,7,6,2.5
CUST0460,45,Male,Ahmedabad,Diploma,70800,41,13,1669,21697,40,10,19,4,2.5
CUST0461,27,Female,Kolkata,Graduate,53000,17,8,1646,13168,71,11,17,6,3.8
CUST0462,48,Female,Mumbai,Diploma,122500,12,20,2358,47160,105,14,17,7,3.3
CUST0463,45,Male,Kolkata,Graduate,33300,57,11,1666,18326,21,12,17,6,3.2
CUST0464,29,Male,Bengaluru,Graduate,31800,46,14,400,5600,32,13,11,6,2.3
CUST0465,45,Female,Bengaluru,Diploma,106400,32,18,1899,34182,26,12,16,5,3.7
CUST0466,53,Male,Chennai,Postgraduate,47400,15,10,1141,11410,38,13,17,9,3.7
CUST0467,60,Male,Delhi,Graduate,41400,16,15,1772,26580,24,14,18,13,4.2
CUST0468,26,Female,Delhi,Graduate,122600,54,14,4086,57204,16,16,16,6,3.8
CUST0469,23,Male,Delhi,High School,89600,22,15,2186,32790,21,7,22,6,3.6
CUST0470,30,Female,Nagpur,Diploma,50100,28,14,1507,21098,18,10,15,8,4.6
CUST0471,48,Male,Jaipur,Diploma,70400,20,16,2432,38912,25,16,18,8,2.7
CUST0472,55,Female,Kolkata,Graduate,113600,33,10,2405,24050,9,10,20,6,4.1
CUST0473,44,Male,Bengaluru,Diploma,82300,10,6,2177,13062,18,12,22,10,2.4
CUST0474,40,Male,Mumbai,Graduate,97200,40,15,2388,35820,38,13,18,7,3.0
CUST0475,55,Female,Mumbai,High School,85100,32,10,3257,32570,37,14,13,7,2.7
CUST0476,29,Female,Mumbai,Graduate,88300,50,12,1205,14460,34,12,17,8,4.3
CUST0477,56,Male,Delhi,Graduate,66000,60,6,2114,12684,67,13,9,11,3.6
CUST0478,28,Male,Chennai,Graduate,65300,33,15,1200,18000,39,13,22,9,3.7
CUST0479,43,Female,Delhi,Diploma,71700,2,4,2201,8804,66,20,11,3,2.8
CUST0480,54,Male,Bengaluru,Diploma,83400,33,11,1313,14443,105,13,14,6,3.5
CUST0481,54,Female,Kolkata,Graduate,57900,33,9,1486,13374,50,9,16,7,3.1
CUST0482,55,Female,Kolkata,Postgraduate,68100,41,11,1627,17897,9,16,18,6,4.0
CUST0483,37,Female,Chennai,Diploma,57200,13,10,2387,23870,34,6,10,8,2.9
CUST0484,58,Male,Jaipur,Graduate,67900,30,9,2414,21726,31,7,9,9,4.8
CUST0485,51,Male,Nagpur,Diploma,33700,33,10,802,8020,75,7,19,8,2.4
CUST0486,43,Female,Mumbai,High School,130100,13,16,2226,35616,26,17,23,12,3.1
CUST0487,42,Male,Kolkata,Graduate,46700,52,13,1229,15977,15,14,17,6,5.0
CUST0488,51,Male,Chennai,Graduate,56000,26,6,928,5568,19,7,12,9,3.4
CUST0489,56,Male,Mumbai,Graduate,44500,22,9,1536,13824,9,16,15,9,2.6
CUST0490,31,Male,Delhi,Graduate,80400,39,12,1692,20304,1,9,16,6,3.9
CUST0491,32,Male,Hyderabad,Graduate,60100,2,8,3348,26784,95,10,17,8,3.3
CUST0492,42,Male,Ahmedabad,Postgraduate,40900,38,9,1937,17433,28,9,18,4,3.0
CUST0493,44,Female,Kolkata,Postgraduate,81400,39,10,1003,10030,10,10,14,9,2.8
CUST0494,54,Male,Jaipur,Graduate,84800,26,13,1552,20176,79,12,20,7,5.0
CUST0495,60,Male,Chennai,Postgraduate,63300,46,15,2454,36810,88,13,17,6,3.5
CUST0496,49,Male,Nagpur,Postgraduate,48400,58,4,3058,12232,32,16,7,8,2.2
CUST0497,36,Female,Jaipur,High School,119800,50,18,1098,19764,9,13,14,8,4.9
CUST0498,39,Male,Delhi,Graduate,73500,15,16,629,10064,20,16,16,5,4.2
CUST0499,44,Female,Kolkata,Postgraduate,33100,34,9,2825,25425,24,17,15,3,3.1
CUST0500,41,Female,Bengaluru,High School,100400,42,14,2266,31724,29,15,12,7,3.0
